,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,771.9,22.0,278.7
EPAD,731.5,20.76,271.6
NACC_ELISA,478.0,64.0,432.0
EMIF_ELISA,595.0,73.65,355.43
NACC_XMAP,226.5,36.33,58.6
EMIF_XMAP,352.2,26.24,95.57
JADNI,316.87,44.86,81.75
