,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,684.4,21.89,236.5
EPAD,736.9,20.76,213.8
NACC_ELISA,446.0,64.0,446.0
EMIF_ELISA,561.5,60.6,350.0
NACC_XMAP,226.35,40.71,56.69
EMIF_XMAP,376.68,30.81,100.12
JADNI,333.91,44.86,86.18
