,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,762.0,27.13,265.6
EPAD,734.5,25.24,271.6
NACC_ELISA,448.0,56.0,446.0
EMIF_ELISA,690.0,72.0,309.5
NACC_XMAP,226.35,41.18,77.53
EMIF_XMAP,376.68,36.1,89.02
JADNI,335.37,43.39,84.95
