,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,731.8,21.4,219.0
EPAD,731.5,25.24,271.6
NACC_ELISA,474.0,59.0,591.68
EMIF_ELISA,497.42,52.2,292.0
NACC_XMAP,226.35,38.07,56.69
EMIF_XMAP,388.26,28.27,99.99
JADNI,333.91,41.93,82.09
