,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,771.9,24.23,281.3
EPAD,734.5,30.98,333.7
NACC_ELISA,583.0,59.0,607.45
EMIF_ELISA,527.78,72.0,336.0
NACC_XMAP,226.35,36.91,54.07
EMIF_XMAP,431.43,28.27,100.12
JADNI,393.86,43.39,85.26
