,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,716.6,22.0,253.6
EPAD,731.5,20.9,213.8
NACC_ELISA,478.0,59.0,532.0
EMIF_ELISA,497.42,59.0,355.43
NACC_XMAP,226.5,41.18,55.86
EMIF_XMAP,402.02,30.81,95.57
JADNI,316.87,54.26,86.18
