,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,888.1,26.3,264.8
EPAD,665.9,23.61,332.4
NACC_ELISA,474.0,64.0,438.36
EMIF_ELISA,462.5,70.0,340.0
NACC_XMAP,244.38,41.18,56.69
EMIF_XMAP,443.52,28.27,108.33
JADNI,333.91,44.86,86.18
