,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.0,24.25,279.3
EPAD,731.5,20.9,213.8
NACC_ELISA,583.0,59.0,578.0
EMIF_ELISA,697.0,59.0,355.43
NACC_XMAP,233.0,40.6,78.82
EMIF_XMAP,402.02,30.81,100.12
JADNI,316.87,43.39,85.26
