,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,888.1,22.08,265.6
EPAD,667.6,23.61,231.8
NACC_ELISA,374.0,62.0,446.0
EMIF_ELISA,548.5,58.92,292.0
NACC_XMAP,226.35,41.05,56.69
EMIF_XMAP,336.31,36.1,100.12
JADNI,335.37,44.86,82.09
