,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,857.0,24.25,236.5
EPAD,734.5,20.76,213.8
NACC_ELISA,573.0,77.0,468.0
EMIF_ELISA,727.0,62.63,344.42
NACC_XMAP,226.5,41.18,56.69
EMIF_XMAP,374.58,28.27,100.12
JADNI,345.03,43.39,85.26
