,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,801.7,24.78,264.7
EPAD,735.7,20.76,213.8
NACC_ELISA,374.0,54.0,438.36
EMIF_ELISA,606.12,70.52,294.5
NACC_XMAP,221.34,41.18,77.53
EMIF_XMAP,431.43,28.7,100.12
JADNI,333.91,43.39,84.95
