,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,772.0,22.37,264.8
EPAD,736.9,20.9,213.6
NACC_ELISA,374.0,70.0,578.0
EMIF_ELISA,590.0,59.0,355.43
NACC_XMAP,227.53,36.91,56.55
EMIF_XMAP,374.58,30.81,100.12
JADNI,333.91,56.04,85.26
