,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,821.4,24.25,278.7
EPAD,734.5,39.72,416.5
NACC_ELISA,421.0,59.0,607.45
EMIF_ELISA,506.5,59.0,344.42
NACC_XMAP,219.94,41.18,56.69
EMIF_XMAP,376.68,38.24,100.12
JADNI,333.91,43.39,84.95
