,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,752.9,24.78,264.1
EPAD,665.6,20.9,213.8
NACC_ELISA,394.0,59.0,607.45
EMIF_ELISA,606.12,59.0,355.43
NACC_XMAP,219.94,41.18,55.54
EMIF_XMAP,402.02,30.81,95.57
JADNI,333.91,54.26,85.26
