,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,923.3,24.38,264.8
EPAD,511.0,20.9,213.6
NACC_ELISA,474.0,64.0,591.68
EMIF_ELISA,606.12,60.6,344.42
NACC_XMAP,227.53,41.18,55.86
EMIF_XMAP,336.31,30.81,100.12
JADNI,393.86,56.04,86.18
