,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,798.6,21.4,264.8
EPAD,734.5,23.56,231.8
NACC_ELISA,583.0,70.0,422.0
EMIF_ELISA,527.5,62.63,350.0
NACC_XMAP,226.35,41.05,77.53
EMIF_XMAP,352.2,28.7,83.61
JADNI,333.91,46.32,86.18
