,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,801.7,21.89,264.8
EPAD,731.5,23.61,231.9
NACC_ELISA,474.0,64.0,607.45
EMIF_ELISA,606.12,59.0,340.0
NACC_XMAP,233.0,36.91,74.0
EMIF_XMAP,352.2,38.24,88.05
JADNI,333.91,43.39,84.95
