,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,867.5,21.41,264.8
EPAD,731.5,50.62,468.3
NACC_ELISA,474.0,59.0,468.0
EMIF_ELISA,560.0,59.0,309.5
NACC_XMAP,221.34,41.18,77.53
EMIF_XMAP,352.2,30.81,100.12
JADNI,333.91,43.39,85.26
