,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,915.3,22.08,264.7
EPAD,731.5,23.61,231.5
NACC_ELISA,421.0,72.0,481.0
EMIF_ELISA,527.5,60.0,355.43
NACC_XMAP,226.35,36.91,56.69
EMIF_XMAP,336.31,38.24,100.12
JADNI,333.91,44.86,84.95
