,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,849.9,24.78,254.9
EPAD,731.5,23.61,333.7
NACC_ELISA,596.0,64.0,591.68
EMIF_ELISA,497.42,59.0,355.43
NACC_XMAP,226.35,38.59,56.69
EMIF_XMAP,352.2,30.81,100.12
JADNI,335.37,43.39,85.26
