,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,751.5,21.89,232.5
EPAD,731.5,23.61,231.9
NACC_ELISA,374.0,54.0,591.68
EMIF_ELISA,606.12,59.0,362.0
NACC_XMAP,218.58,41.05,55.86
EMIF_XMAP,352.2,28.7,95.57
JADNI,389.98,44.86,86.18
