,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,857.0,24.25,254.9
EPAD,734.5,31.05,333.7
NACC_ELISA,474.0,55.0,576.6
EMIF_ELISA,590.0,59.0,350.0
NACC_XMAP,238.48,41.18,73.98
EMIF_XMAP,352.2,28.7,108.33
JADNI,333.91,44.86,86.18
