,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,771.9,21.89,254.9
EPAD,731.5,20.76,213.8
NACC_ELISA,374.0,64.0,468.0
EMIF_ELISA,700.0,52.95,310.0
NACC_XMAP,226.35,40.6,53.74
EMIF_XMAP,443.52,28.7,100.12
JADNI,335.37,56.04,86.18
