,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,762.0,24.25,237.9
EPAD,525.1,44.89,435.7
NACC_ELISA,446.0,55.0,578.0
EMIF_ELISA,607.0,72.0,270.0
NACC_XMAP,226.5,41.18,56.69
EMIF_XMAP,352.2,27.26,89.02
JADNI,333.91,44.86,86.18
