,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,889.9,21.77,236.5
EPAD,663.7,23.61,231.9
NACC_ELISA,448.0,66.0,481.0
EMIF_ELISA,524.45,72.0,340.0
NACC_XMAP,226.35,37.95,55.54
EMIF_XMAP,374.58,27.26,100.12
JADNI,333.91,49.2,85.26
