,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,728.6,21.87,237.9
EPAD,731.5,20.9,213.7
NACC_ELISA,474.0,59.0,607.45
EMIF_ELISA,524.45,58.92,310.0
NACC_XMAP,226.5,40.71,54.3
EMIF_XMAP,443.52,28.27,95.57
JADNI,335.37,49.2,86.18
