,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,915.3,22.08,265.6
EPAD,607.0,25.27,271.6
NACC_ELISA,446.0,64.0,438.36
EMIF_ELISA,518.3,55.0,355.43
NACC_XMAP,210.83,41.18,56.55
EMIF_XMAP,336.31,28.7,100.12
JADNI,333.91,56.04,86.18
