,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,825.47,20.94,233.77
EPAD,879.0,19.44,221.33
PREVENT-AD,1059.49,51.83,302.82
NACC_ELISA,647.0,48.0,354.0
EMIF_ELISA,552.17,53.4,287.0
NACC_XMAP,255.67,36.41,55.54
EMIF_XMAP,470.6,28.27,88.05
DOD-ADNI,933.0,19.8,229.0
JADNI,371.45,38.87,72.18
