,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,873.97,20.87,231.27
EPAD,851.03,20.94,240.6
PREVENT-AD,1118.67,48.6,286.3
NACC_ELISA,638.0,48.0,341.0
EMIF_ELISA,553.33,54.0,270.33
NACC_XMAP,280.57,36.08,49.25
EMIF_XMAP,443.52,27.26,78.09
DOD-ADNI,934.0,19.1,228.0
JADNI,383.99,38.87,72.23
