,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,780.3,22.66,247.9
EPAD,896.93,19.59,229.2
PREVENT-AD,1109.69,54.7,308.24
NACC_ELISA,636.0,46.0,349.0
EMIF_ELISA,531.5,49.85,252.5
NACC_XMAP,279.03,35.02,49.25
EMIF_XMAP,466.11,36.1,95.57
DOD-ADNI,927.0,21.1,248.0
JADNI,392.99,39.01,69.91
