,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,823.83,24.78,261.17
EPAD,895.07,20.06,229.0
PREVENT-AD,1061.38,52.02,290.33
NACC_ELISA,596.0,47.0,354.0
EMIF_ELISA,566.89,53.12,280.0
NACC_XMAP,267.0,36.23,55.05
EMIF_XMAP,470.78,32.6,100.12
DOD-ADNI,965.0,19.1,236.0
JADNI,371.45,38.89,72.18
