,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,835.27,23.89,253.6
EPAD,903.97,19.9,228.77
PREVENT-AD,1059.49,52.95,296.45
NACC_ELISA,620.0,49.0,398.0
EMIF_ELISA,549.5,54.0,290.0
NACC_XMAP,238.85,37.16,52.34
EMIF_XMAP,431.43,27.26,73.82
DOD-ADNI,968.0,23.5,267.0
JADNI,389.98,37.3,67.22
