,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,881.0,21.4,236.0
EPAD,879.0,19.88,228.13
PREVENT-AD,1087.01,49.5,278.38
NACC_ELISA,583.0,46.0,376.63
EMIF_ELISA,558.0,55.0,280.0
NACC_XMAP,248.63,38.42,54.17
EMIF_XMAP,470.6,32.6,89.02
DOD-ADNI,927.0,19.1,228.0
JADNI,402.61,40.55,74.71
