,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,820.53,22.01,241.7
EPAD,882.47,19.35,221.27
PREVENT-AD,1110.64,51.27,304.28
NACC_ELISA,636.0,49.0,387.0
EMIF_ELISA,546.67,53.12,260.8
NACC_XMAP,244.38,36.0,52.88
EMIF_XMAP,470.6,36.1,88.05
DOD-ADNI,909.0,19.1,219.0
JADNI,393.57,39.01,72.32
