,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,824.7,22.38,247.07
EPAD,897.33,20.27,232.3
PREVENT-AD,1047.81,54.73,311.46
NACC_ELISA,636.0,48.0,341.0
EMIF_ELISA,534.17,55.0,287.53
NACC_XMAP,247.91,37.16,54.17
EMIF_XMAP,388.26,24.6,78.09
DOD-ADNI,925.0,20.0,240.0
JADNI,391.99,36.02,66.43
