,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,777.83,21.45,239.77
EPAD,879.0,20.11,233.0
PREVENT-AD,1104.45,54.7,304.28
NACC_ELISA,596.0,42.0,316.0
EMIF_ELISA,552.67,54.2,270.33
NACC_XMAP,238.8,36.91,53.74
EMIF_XMAP,470.6,32.6,83.16
DOD-ADNI,925.0,20.4,252.0
JADNI,392.99,38.92,72.23
