,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,874.3,21.4,237.27
EPAD,890.47,20.54,238.13
PREVENT-AD,1027.02,48.76,286.3
NACC_ELISA,608.0,46.0,365.0
EMIF_ELISA,528.15,54.33,282.5
NACC_XMAP,238.48,35.99,47.99
EMIF_XMAP,470.6,30.81,89.02
DOD-ADNI,908.0,18.2,212.0
JADNI,407.89,38.92,67.48
