,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,849.9,21.87,241.5
EPAD,897.7,19.36,222.8
PREVENT-AD,1036.72,54.7,329.78
NACC_ELISA,666.0,48.0,349.0
EMIF_ELISA,509.0,55.0,287.2
NACC_XMAP,238.95,35.14,54.07
EMIF_XMAP,431.43,26.87,83.61
DOD-ADNI,892.0,20.4,236.0
JADNI,346.18,39.2,72.51
