,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,793.2,21.88,241.63
EPAD,870.47,20.81,240.63
PREVENT-AD,1059.49,52.02,296.45
NACC_ELISA,560.0,48.0,387.0
EMIF_ELISA,580.33,51.2,260.8
NACC_XMAP,239.71,36.33,55.54
EMIF_XMAP,470.6,32.6,78.09
DOD-ADNI,909.0,21.1,236.0
JADNI,351.14,38.89,68.27
