,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,869.7,21.87,237.9
EPAD,895.93,19.89,230.2
PREVENT-AD,1129.85,53.91,308.24
NACC_ELISA,638.0,45.0,315.0
EMIF_ELISA,532.33,51.5,252.77
NACC_XMAP,242.06,38.59,55.0
EMIF_XMAP,431.43,28.27,83.61
DOD-ADNI,825.0,18.2,207.0
JADNI,401.31,40.52,72.51
