,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,813.77,21.4,233.43
EPAD,865.4,20.43,231.57
PREVENT-AD,1047.81,53.36,305.4
NACC_ELISA,629.0,50.8,390.0
EMIF_ELISA,548.5,52.45,269.87
NACC_XMAP,244.38,34.7,55.13
EMIF_XMAP,466.11,26.87,78.09
DOD-ADNI,933.0,19.1,219.0
JADNI,372.0,40.52,80.17
