,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,774.07,21.48,234.83
EPAD,867.0,19.98,230.07
PREVENT-AD,1104.45,53.13,304.18
NACC_ELISA,608.0,47.0,384.0
EMIF_ELISA,507.5,49.85,252.05
NACC_XMAP,279.98,35.99,55.54
EMIF_XMAP,475.82,41.15,88.05
DOD-ADNI,965.0,20.0,240.0
JADNI,385.99,39.7,72.32
