,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,806.8,20.06,218.97
EPAD,876.63,19.59,228.0
PREVENT-AD,1117.15,52.02,288.88
NACC_ELISA,655.0,47.0,341.0
EMIF_ELISA,570.1,53.7,282.33
NACC_XMAP,257.59,35.45,53.85
EMIF_XMAP,388.26,28.7,95.57
DOD-ADNI,968.0,18.9,227.0
JADNI,429.97,35.97,72.14
