,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,802.87,20.87,236.0
EPAD,895.0,19.59,225.5
PREVENT-AD,1051.13,52.95,304.28
NACC_ELISA,596.0,48.0,376.63
EMIF_ELISA,556.67,55.0,289.0
NACC_XMAP,239.97,36.46,53.91
EMIF_XMAP,475.82,27.26,68.25
DOD-ADNI,925.0,19.1,228.0
JADNI,383.99,39.28,74.88
