,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,838.6,22.37,245.57
EPAD,897.53,20.42,234.87
PREVENT-AD,1118.67,51.83,304.28
NACC_ELISA,629.0,49.0,384.0
EMIF_ELISA,552.67,52.2,270.03
NACC_XMAP,245.56,37.78,56.64
EMIF_XMAP,470.78,28.7,73.82
DOD-ADNI,909.0,19.8,229.0
JADNI,401.31,39.7,72.23
